class,category,indicator_name,series_name,sub_series_name,parameter,value,units,date_last_updated
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-01-01, 6039,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-01-02, 7562,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-01-03, 9553,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-01-04, 8467,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-01-05, 8338,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-01-06, 8735,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-01-07, 8076,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-01-08, 8584,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-01-09, 9507,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-01-10, 9756,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-01-11, 8129,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-01-12, 7145,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-01-13, 6904,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-01-14, 6661,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-01-15, 7802,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-01-16, 8072,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-01-17, 8669,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-01-18, 6378,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-01-19, 6974,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-01-20, 6537,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-01-21, 6381,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-01-22, 8067,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-01-23, 8503,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-01-24, 8738,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-01-25, 7881,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-01-26, 6789,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-01-27, 6735,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-01-28, 7106,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-01-29, 7075,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-01-30, 7581,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-01-31, 7379,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-02-01, 6450,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-02-02, 5474,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-02-03, 4906,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-02-04, 6246,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-02-05, 5287,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-02-06, 5656,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-02-07, 6230,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-02-08, 5738,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-02-09, 5476,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-02-10, 4832,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-02-11, 5163,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-02-12, 5331,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-02-13, 5764,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-02-14, 6246,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-02-15, 5009,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-02-16, 5014,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-02-17, 4515,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-02-18, 6553,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-02-19, 6099,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-02-20, 5428,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-02-21, 5695,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-02-22, 5171,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-02-23, 4937,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-02-24, 4599,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-02-25, 5276,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-02-26, 6295,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-02-27, 5578,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-02-28, 6277,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-02-29, 4935,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-03-01, 5964,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-03-02, 4136,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-03-03, 5028,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-03-04, 5353,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-03-05, 5396,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-03-06, 5624,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-03-07, 5393,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-03-08, 4587,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-03-09, 4456,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-03-10, 4239,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-03-11, 5323,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-03-12, 5931,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-03-13, 6056,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-03-14, 5758,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-03-15, 4873,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-03-16, 4683,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-03-17, 5281,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-03-18, 6372,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-03-19, 6115,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-03-20, 6877,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-03-21, 6939,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-03-22, 6620,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-03-23, 6109,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-03-24, 7570,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-03-25, 5985,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-03-26, 6029,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-03-27, 6476,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-03-28, 7077,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-03-29, 7364,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-03-30, 6673,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-03-31, 5875,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-04-01, 5069,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-04-02, 5856,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-04-03, 6927,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-04-04, 4762,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-04-05, 6000,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-04-06, 4532,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-04-07, 4931,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-04-08, 5593,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-04-09, 5367,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-04-10, 6667,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-04-11, 5092,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-04-12, 5143,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-04-13, 4832,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-04-14, 4578,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-04-15, 6952,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-04-16, 6015,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-04-17, 6500,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-04-18, 5409,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-04-19, 5011,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-04-20, 5618,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-04-21, 5777,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-04-22, 7067,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-04-23, 7009,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-04-24, 8392,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-04-25, 8184,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-04-26, 8748,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-04-27,10103,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-04-28, 8256,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-04-29, 9468,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-04-30,10572,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-05-01,11512,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-05-02, 7517,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-05-03, 7112,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-05-04, 6138,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-05-05, 5437,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-05-06, 6349,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-05-07, 7981,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-05-08, 7653,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-05-09, 6452,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,New Zealand passport,New Zealand passport,2016-05-10, 5380,Number,13-05-21
